"_id"|nombre_ws|strCategoria|strSubcategoria|strCiudad|strDescripcion
5880b29f636e564ad8d9b999|Casa de la Borrega|Alojamientos|Hoteles|Estepona|Bienvenido al pequeño pero majestuoso palacete del siglo XVI, convertido en Apartamentos Turísticos, situados en pleno casco antiguo de Estepona en la Costa del Col. Los Apartamentos Turísticos nacen desde el cariño a esta localidad de la Costa del Sol, al encanto de sus calles y al atractivo de sus vecinos. Nos centraremos, en que su estancia en nuestros Apartamentos Turísticos, sea placentera y cómoda, tenga a buen seguro que pondremos todos nuestros medios y objetivos en este fin. Los Apartamentos Turísticos están dentro de un ambiente cálido , acogedor, a su vez señorial, respetando todas las costumbres de la arquitectura andalusí.
5880b29f636e564ad8d9b99b|Hospederia Santiago|Alojamientos|Hoteles|Chiclana de la Frontera|Hospedería Santiago es un pequeño y entrañable lugar con encanto, ubicado en un rincón privilegiado de la Costa de la Luz, uno de los parajes más bellos del litoral español, en plena playa de la Barrosa, de Chiclana de la Frontera (Cádiz). Considerada una de las mejores playas de la costa andaluza, con más de 8 km de finísima arena y aguas cristalinas, cuenta con el galardón de Bandera Azul de las playas limpias de Europa. El entorno ofrece interesantes posibilidades culturales y paisajísticas. Excursiones a playas vírgenes de Bolonia, acantilados de Roche y el emblemático Castillo de Sancti Petri, rodeado de misterio y embrujo. La playa de la Barrosa posee también un equipado y hermoso paseo marítimo, lleno de vida, tiendas, bares, terrazas, chiringuitos y centro comercial. Así como una amplia oferta de deportes nauticos, rutas a caballo, bicicleta y golf. Se trata de un establecimiento hotelero familiar, que permite a los clientes sentirse como en su propio hogar, proporcionándoles un ambiente de tranquilidad, descanso, buena gastronomía, sol y paseos por la playa.
5880b29f636e564ad8d9b99c|Hotel Triunfo Granada|Alojamientos|Hoteles|Granada|Situado en el corazón de esta ciudad de leyenda, junto al histórico Arco Elvira y a los pies de la colina de la Sabika, el hotel alberga en sus instalaciones todo el confort que los huéspedes necesitan para disfrutar de una estancia inigualable. Su excelente localización, junto a la Plaza del Triunfo, es perfecta para visitar cualquiera de los emblemáticos lugares de Granada. La Catedral, la Capilla Real, la Alcaicería, el Monasterio de San Jerónimo y el Monasterio de la Cartuja, entre otros, se encuentran ubicados a menos de diez minutos del Hotel Arco Elvira. Los palacios, los jardines y el arte andalusí que tanto caracterizan a la antigua fortaleza de la Alhambra se encuentran a 15 minutos de autobús, aunque también puede accederse a pie disfrutando de un agradable paseo desde el alojamiento. El Hotel Arco Elvira ofrece habitaciones totalmente equipadas y preparadas al detalle para asegurar un buen descanso diario. Además, el establecimiento dispone de un completo servicio de desayuno buffet, ideal para coger fuerzas antes de disfrutar de fantásticas jornadas turísticas por Granada. El hotel goza de una ideal ubicación junto a la zona universitaria y de negocios de la ciudad.
5880b29f636e564ad8d9b99d|Hotel Santa Beatriz de Silva|Alojamientos|Hoteles|Mengíbar|Santa Beatriz de Silva es un moderno hotel de 3 estrellas situado en Mengíbar, muy cercano a la capital,Jaén.Recientemente ha vuelto a abrir sus puertas tras un cambio de propiedad y gestión. Ideal para los que viajan a Andalucía por negocios o por placer, por su inmejorable enclave geográfico ya que ofrece cercanía y fácil acceso a ciudades importantes de la provincia como Úbeda, Beza, Linares, Andújar, La Sierra de Cazorla , así como a las vías principales que comunican Andalucía con Madrid y le permiten visitar en un espacio corto de tiempo ciudades como Granada, Córdoba, Málaga y Sevilla.El Hotel Santa Beatriz de Silva dispone de un total de 22 habitaciones cuidadosamente decoradas y equipadas para que te lleves un recuerdo muy especial de tu estancia con nosotros.Completa sus instalaciones con el Restaurante el Abledo, donde podrá degustar la mejor comida mediterránea y regional de la zona en un ambiente cálido y acogedor con vista panorámica al jardín; Bar-cafetería, terraza de verano, amplios jardines, parking y WIFI.
5880b29f636e564ad8d9b9a6|Hotel La Albarizuela|Alojamientos|Hoteles|Jerez de la Frontera|Situado en pleno casco histórico de Jerez, podrá disfrutar cómodamente a pié de las zonas y atracciones turísticas, zona de tapas y ocio, Bodegas , Caballos, Monumentos, Teatro, Alcázar etc. Haremos todo lo posible por que se sienta satisfecho y tendrá una atención personalizada. En este Hotel usted no es un número más. La mejor relación calidad/precio de la ciudad.
5880b29f636e564ad8d9b9ab|Hotel Cortijo Las Malvasias|Alojamientos|Hoteles|Lucena del Puerto|Cerrado definitivamente, muchas gracias a todos. El Hotel Cortijo Las Malvasías es un espacio creado con amor y respeto hacia la belleza, lo natural y la armonía. Situado en el corazón de Doñana y a pocos km de las playas de Huelva, para que puedas descansar, desconectar y disfrutar de la naturaleza.Contamos con 6 habitaciones de hotel, son todas exteriores, en planta baja, algunas decoradas temáticamente, con vistas a los jardines.tambien disponemos de casas rurales, totalmente equipadas con capacidad de 4 a 14 personas. Las malvasias es una espacio donde podrás encontrar árboles frutales tropicales, un sinfín de especies de flores, númerosos pájaros que vienen a visitarnos, plantas medicinales y arómaticas; además contamos con un jardín japonés donde poder relajarte con el sonido de su cascada. Nuestra filosofía llega hasta su mesa, donde podrá degustar los sabores y beneficios de nuestro huerto ecológico alimentado del sol y el agua. El cortijo está lleno de detalles originales y artísticos para hacer de su estancia algo único e inolvidable.
5880b29f636e564ad8d9b9ac|Hotel Don Miguel Plaza|Alojamientos|Hoteles|Berja|El Hotel Don Miguel Plaza de
5880b29f636e564ad8d9b9ae|Cuevas Abuelo Ventura Hotel|Alojamientos|Hoteles|Guadix|El complejo está formado por doce cuevas, un comedor social, un salón de reuniones, un pequeño comedor privado, el bar y una piscina climatizada.Entre el aparcamiento y la recepción, se halla situada una terraza con varias barbacoas que pueden ser usadas en las veladas de verano por los grupos que lo soliciten.El privilegiado enclave de la provincia de Granada, permite al viajero pasar en cuestión de un par de horas, del clima subtropical de las playas de Almuñécar, al de montaña de las cumbres de Sierra Nevada, o al continental y árido de las hoyas de Guadix y Baza.Las Cuevas del Abuelo Ventura se sitúan en la hoya de Guadix, ciudad con siglos de historia y primera diócesis de España.
5880b29f636e564ad8d9b9b2|Andalucia Hotel|Alojamientos|Hoteles|Lanjarón|En el centro de la zona turística del pueblo de Lanjarón y a 200 metros del famoso Balneario, se encuentra el HOTEL ANDALUCIA, edificio histórico rodeado de un jardín centenario y con todas las instalaciones necesarias (parking, piscina, internet, habitaciones con vistas) para disfrutar sus días de descanso.
5880b29f636e564ad8d9b9b7|Marquis Portago|Alojamientos|Hoteles|Granada|Portago Suites es un antiguo palacio construido en el s. XIX, rehabilitado recientemente respetando su valor histórico, dotándolo de toda la innovación y comodidad necesaria para hacer que su estancia sea lo más agradable posible. El hotel debe su nombre al Marqués de Portago, uno de los mejores pilotos de carreras españoles de Fórmula 1.Tres plantas, con 20 suites totalmente equipadas, presenta...n un diseño de lo más moderno y actual de la mano del famoso decorador interiorista Tomas Alía, encontrarás unas Suites que ofrecen un servicio personalizado, con especial énfasis en la calidad y la excelencia.También cuenta con dos patios chill-out con ambientes diferentes. Situado en pleno centro histórico, en la calle San Matías, a poca distancia de los monumentos más emblemáticos de la ciudad, como la Alhambra, la Catedral, Capilla Real, etc., así como de los bares de tapas más típicos de Granada y de las boutiques más exclusivas.
5880b29f636e564ad8d9b9b8|Las Yucas Hotel|Alojamientos|Hoteles|Atarfe|"El Hotel Las Yucas forma parte del Complejo Las Yucas, ubicado en Atarfe (Granada). Consta de 30 amplias habitaciones todas ellas de gran confort. Para los huéspedes, disponemos de restaurante de cocina innovadora con carta de temporada, cafetería-snack donde podrá degustar nuestros mejores pintxos y platos combinados para cubrir el apetito, bar-Cafetería para saborear nuestra pastelería y heladería en el mejor ambiente familiar. Además, el complejo Las Yucas dispone de salón de celebraciones para cualquier evento , amplias salas donde su celebración será todo un espectáculo. Los Fines de semana hay Música en vivo y Música Disco. Y como no podía ser de otra forma, el complejo también tiene un espacio de piscina de bolas, tobogán, juegos y colchonetas, ""La Casa del Chef Yuco"", pensado para el disfrute de los más pequeños, mientras los papás degustan nuestros platos. Todas las instalaciones tienen WIFI gratuito. Dispone de dos amplios parkings gratuitos. Si vienes a Granada, no olvides pasarte te esperamos. LAS YUCAS."
5880b29f636e564ad8d9b9b9|Hotel Mari Carmen|Alojamientos|Hoteles|Guadix|"El Hotel Mari Carmen está situado en la Avda. Mariana Pineda, una de las avenidas principales de Guadix, en una zona tranquila y de facil acceso, a 10 minutos a pie del casco historico. La recepción da acceso a todos los servicios del Hotel, cafeteria, restaurante, sala de estar, salón de reuniones, gabinete de estetica, garaje y un gran salón para congresos, convenciones y toda clase de eventos. Sin olvidar la gran zona de aparcamiento exterior tanto para particulares como autocares facilitando la llegada y salida de los clientes. Las habitaciones disponen de aire acondicionado, calefación y conexión inalambrica a internet gratuita. En las inmediaciones del Hotel se encuentran las instalaciones deportivas de la ciudad y el Hospital comarcal, asi como zona comercial. Nuestro Hotel es ideal como punto de partida para visitar Granada y La Alhambra, La Alpujarra, la cara Norte de Sierra Nevada y sus pueblos, donde practicar deportes de invierno y alta montaña, además de diferentes rutas por la comarca donde poder visitar el Centro de interpretacion del Megalitismo, sin olvidarnos de la bella e histórica ciudad de Guadix que atesora un basto patrimonio artístico y cultural, sirva de ejemplo su esplendida catedral, la alcazaba, palacios, museos y barriada de cuevas, y la fiesta del ""Cascamorras""declarada de Interés turístico Nacional y la Semana Santa de Interés Turístico de Andalucia."
5880b29f636e564ad8d9b9bb|Hotel Rural La Posada de Ahlam|Alojamientos|Hoteles|Fondón|Hotel rural con amplio restaurante ubicado en la Alpujarra almeriense con vistas de ensueño, idóneo para desconectar del ruido y ajetreo diario. Disponemos de piscina al aire libre sala de reuniones y banquetes. Nuestras habitaciones son totalmente diferentes unas de otras teniendo entre ellas una suite con cocina, jacuzzi y chimenea otra dúplex de dos plantas y cocina. Visítanos y repetirás seguro
5880b29f636e564ad8d9b9c0|Macia Condor|Alojamientos|Hoteles|Granada|Desde el nuevo paseo de la Avenida de la constitución, cerca de la universidad y la estación de ferrocarril y a pocos metros de la Gran Vía , El Hotel Cóndor es el perfecto punto de partida para descubrir toda la riqueza cultural de Granada.A poca distancia de los magníficos jardines del triunfo , donde se ubica el Hospital Real del S XVI ,del monasterio de San Jerónimo o de la puerta Elvira entrada de la antigua Medina del Siglo XI, más conocida como barrio del Albaicín (repoblado por los habitantes de Baeza) reconocido patrimonio de la Humanidad por la UNESCO.La iglesia de afamado Fray Leopoldo se encuentra a escasos metros.La cuesta Alhacaba puede ser un magnífico recorrido por un pueblo en mitad de una ciudad con sus calles empedradas que le llevan a la Plaza Larga a lo largo de la muralla Ziri (SXI) a pocos metros del afamado Mirador San Nicolás con sus vistas a la Alhambra sobrepuesta en el fondo de la Sierra Nevada. Si se dirige por Gran vía llegará en menos de 10 minutos a pie de la Catedral , Capilla Real , Corral del Carbón , la zona del Zoco , de bares de tapas , la Madraza y al principio de la Cuesta de Gomérez, los pie de la Colina de la Sabika, los bosques de la Alhambra o al paseo de los tristes, un paseo romántico a lo largo del Río Darro y la ciudad medieval.El Hotel Macià Cóndor ofrece 104 habitaciones, 8 de ellas especiales para familias, garage, Gimnasio, TV, Wi-fi gratuito, minibar, aire acondicionado, Bar, Restaurante y salón social.
5880b29f636e564ad8d9b9c1|Hotel Balneario de Lanjarón|Alojamientos|Hoteles|Lanjarón|El Balneario de Lanjarón abro en 2012 su propio Hotel * * * * situado en los jardines del establecimiento, en pleno Parque Natural Sierra Nevada, dónde la naturaleza es protagonista. El hotel es de 122 habitaciones que estan conectadas directamente al edificio de baños. Dispone además de una piscina exterior localizada en los jardines, pistas de tenis y un salón de acto. Su restaurante, servicio en bufet, está certificado ecológico y ofrece una cocina saludable dónde se utiliza esencialmente productos de la tierra de la zona de la Alpujarra y la Costa.
5880b29f636e564ad8d9b9c4|Hostal Torre de Guzman|Alojamientos|Hoteles|Conil de la Frontera|El hostal Torre de Guzmán se encuentra en Conil de la Frontera en pleno casco antiguo y a escasos 150 metros de la playa urbana de Los Bateles.
5880b29f636e564ad8d9b9c5|Hotel Alhaurín Golf Resort|Alojamientos|Hoteles|Alhaurín el Grande|Hotel Alhaurín Golf Resort se encuentra a un paso de la Costa del Sol, en un magnifico entorno de montaña y a tan sólo unos minutos de las playas de Málaga, Marbella, Fuengirola, Benalmadena y Mijas. ﻿Este resort ofrece unas magníficas instalaciones incluyendo 38 habitaciones, piscina exterior, jardines, 3 salones para eventos, campo de golf de 18 hoyos diseñado por el legendario Severiano Ballesteros, 2 restaurantes, 2 bares, Casa Club, Caddy Masters, Pro Shop, campo de fútbol, 2 pistas de tenis, gimnasio, sauna y salas de tratamientos.
5880b29f636e564ad8d9b9c7|Sierra de Araceli|Alojamientos|Hoteles|Lucena|Nuestra hacienda se encuentra rodeada de un océano de olivos y ubicada en el centro geográfico de Andalucía. Muy cerca podrá encontrar miradores de espectacular belleza, humedales o el Parque Natural de la Sierra Subbética. Estamos a 20 minutos de la zona denominación de origen Montilla-Moriles, bodegas productoras de algunos de los mejores vinos de España. También están habilitados en las inmediaciones rutas de senderismo, pesca y equitación, así como la famosa Ruta del Tempranillo, del Califato y de los pueblos blancos, tesoro vivo de la sierra cordobesa. En nuestra zona gracias a la situación geografica puede visitar las ciduades mas bonitas de Andalucia en 1 hora , y puede visitar los hermoso pueblos de la Subbetica Andaluza paraiso por descubrir , aqui en nuestro hotel puede disfrutar de un paraiso en pleno parque de la subbetica y en 5 minutos puede estar en el centro de nuestra hermosa ciudad Lucena
5880b29f636e564ad8d9b9c8|Hotel Flamero|Alojamientos|Hoteles|Matalascañas|Hotel Apartamentos Flamero se encuentra en una posición privilegiada frente a la playa de Matalascañas en Huelva. Ideal para pasar unas vacaciones de relax frente al mar y sentir los beneficios del sol y el descanso en Matalascañas.
5880b29f636e564ad8d9b9cb|Hotel Humaina|Alojamientos|Hoteles|Málaga|"En este hotel vas a tener la oportunidad de desenganchar del ajetreo y estrés. Podrás percibir ""el ruido del silencio"", disfrutar de las comidas tradicionales, leer en la biblioteca tomando una copa de vino de pasas al lado de la chimenea, bañarte, tomar el sol, recorrer la montaña andando, en bici, a caballo ... y mucho más."
5880b350636e564ad8d9b9ce|Hotel Posada de Palacio|Alojamientos|Hoteles|Sanlúcar de Barrameda|Antigua casa-palacio del siglo XVIII ubicada en el conjunto histórico-artístico de una de las ciudades más bellas del sur como es Sanlúcar de Barrameda, repleta de nobles edificios y maravillosas bodegas
5880b350636e564ad8d9b9d0|Hotel Rural Puerto Magina|Alojamientos|Hoteles|Torres|El Hotel Rural Puerto Mágina se encuentra en el corazón del parque natural de Sierra Mágina, a 30 minutos en coche de Jaén y a 40 minutos de Úbeda y de Baeza. Ofrece vistas impresionantes al valle de Fuenmayor. Este encantador hotel dispone de habitaciones y apartamentos de dos dormitorios. El hotel cuenta con una piscina al aire libre con tumbonas rodeada de amplios jardines. También dispone de terraza y parque infantil. El restaurante El Puerto del Hotel Rural Puerto Mágina ofrece música en vivo los fines de semana. Además, el hotel dispone de bar y cafetería. El personal de recepción podrá proporcionar información turística sobre la zona, famosa por la gran variedad de actividades al aire libre que ofrece, como rutas de senderismo y rutas en 4 x 4, visita castillos y fortalezas, nacimientos de agua.
5880b350636e564ad8d9b9d1|Hotel El Puerto by Pierre & Vacances|Alojamientos|Hoteles|Fuengirola|Excelente ubicación en el paseo marítimo, donde se encuentran todas las tiendas y restaurantes, a 30 metros de la playa de arena gris. El hotel dispone de una piscina situada en la azotea del hotel, 1 bar y un restaurante (bufet). *La piscina permanecerá cerrada al público en fechas puntuales debido a eventos privados y trabajos de mantenimiento. Para más información puede contactar directamente con el hotel.
5880b350636e564ad8d9b9d5|Hotel Virgen de los Reyes|Alojamientos|Hoteles|Ronda|Para su próxima visita a Ronda, ¿Por qué no elegir un hotel en el corazón de esta histórica ciudad? El Hotel Virgen de los Reyes goza de una ubicación céntrica a 200 metros de la plaza de toros de Ronda y a 5 minutos a pie de la garganta del Tajo. Estamos muy cerca, andando, de los principales monumentos que esta antigua ciudad andaluza le ofrece. Dando un paseo podrá conocer palacios y los Baños Árabes, la Plaza de Toros, plazas recónditas y vistas espectaculares desde los tres puentes que cruzan la garganta del Tajo. Ronda también tiene ocho museos e infinidad de rincones que visitar. Un poco más lejos puede disfrutar de los Pueblos Blancos, que se encaraman peligrosamente a los bordes de las montañas. El paisaje es hermoso todo el año y cuenta con una espectacular flora y fauna. Ronda está situada entre tres Parques naturales. Nuestro hotel dispone de todo lo que usted necesita para una estancia en Ronda realmente confortable. 52 habitaciones de estilo andaluz y con muebles de estilo rondeño Calefacción Aire acondicionado TV Satélite Teléfono exclusivo para llamar a recepción Wi-Fi gratis en todas las habitaciones Parking para bicicletas gratis en el interior del hotel Parking en zona comercial de Ronda, situado a 50 metros del hotel Precio especial para grupos Salón para reuniones y zona de estar con tv Ascensor Recepción 24 horas
